show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_min,seasons,primary_genre
s101978,Movie,Title 1979,Unknown,"Actor A, Actor B",Unknown,2014-05-26,1991,TV-MA,40 min,International Movies,A Netflix title used for portfolio analytics.,2014,5,40.0,,International Movies
s101979,Movie,Title 1980,Unknown,Unknown,Nigeria,2014-07-17,1995,TV-G,140 min,Comedies,A Netflix title used for portfolio analytics.,2014,7,140.0,,Comedies
s101980,Movie,Title 1981,Director G,Unknown,Germany,2011-01-11,2010,TV-MA,129 min,Thrillers,A Netflix title used for portfolio analytics.,2011,1,129.0,,Thrillers
s101981,TV Show,Title 1982,Director T,Unknown,United States,2008-05-10,2011,TV-MA,4 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2008,5,,4.0,Romantic Movies
s101982,TV Show,Title 1983,Director E,Unknown,United States,2014-06-02,2013,TV-MA,7 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2014,6,,7.0,Romantic Movies
s101983,Movie,Title 1984,Unknown,Unknown,Japan,2018-11-23,2016,PG,70 min,"Action & Adventure, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2018,11,70.0,,Action & Adventure
s101984,Movie,Title 1985,Unknown,Unknown,United States,2015-06-02,1987,NR,69 min,Action & Adventure,A Netflix title used for portfolio analytics.,2015,6,69.0,,Action & Adventure
s101985,Movie,Title 1986,Director T,Unknown,United States,2019-09-05,1995,PG,123 min,Comedies,A Netflix title used for portfolio analytics.,2019,9,123.0,,Comedies
s101986,TV Show,Title 1987,Director O,Unknown,United Kingdom,2009-12-08,1998,TV-PG,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2009,12,,3.0,Horror Movies
s101987,TV Show,Title 1988,Director W,Unknown,United States,2017-11-14,1999,TV-MA,5 Seasons,Thrillers,A Netflix title used for portfolio analytics.,2017,11,,5.0,Thrillers
s101988,TV Show,Title 1989,Unknown,"Actor A, Actor B",United States,2020-12-21,2009,PG,6 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2020,12,,6.0,Horror Movies
s101989,Movie,Title 1990,Unknown,"Actor A, Actor B","India, Canada",2020-05-05,2015,TV-14,117 min,International Movies,A Netflix title used for portfolio analytics.,2020,5,117.0,,International Movies
s101990,Movie,Title 1991,Unknown,Unknown,South Korea,2008-03-23,1991,G,93 min,TV Comedies,A Netflix title used for portfolio analytics.,2008,3,93.0,,TV Comedies
s101991,Movie,Title 1992,Director L,"Actor A, Actor B",Canada,2017-10-09,2003,TV-14,94 min,International Movies,A Netflix title used for portfolio analytics.,2017,10,94.0,,International Movies
s101992,Movie,Title 1993,Unknown,Unknown,United States,2013-02-21,2007,R,149 min,"Comedies, TV Dramas",A Netflix title used for portfolio analytics.,2013,2,149.0,,Comedies
s101993,TV Show,Title 1994,Unknown,Unknown,"United States, Japan",2016-09-28,1985,TV-G,1 Season,"Comedies, Horror Movies",A Netflix title used for portfolio analytics.,2016,9,,1.0,Comedies
s101994,Movie,Title 1995,Unknown,Unknown,"Spain, India",2013-09-30,2005,PG-13,69 min,International TV Shows,A Netflix title used for portfolio analytics.,2013,9,69.0,,International TV Shows
s101995,Movie,Title 1996,Unknown,Unknown,"United Kingdom, Thailand",2019-06-01,1989,R,113 min,Thrillers,A Netflix title used for portfolio analytics.,2019,6,113.0,,Thrillers
s101996,Movie,Title 1997,Unknown,"Actor A, Actor B",South Korea,2010-10-24,1982,TV-14,40 min,Comedies,A Netflix title used for portfolio analytics.,2010,10,40.0,,Comedies
s101997,TV Show,Title 1998,Unknown,"Actor A, Actor B",United States,2014-06-20,1982,R,5 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2014,6,,5.0,Kids' TV
s101998,Movie,Title 1999,Director K,Unknown,United Kingdom,2014-03-16,2001,TV-14,111 min,International TV Shows,A Netflix title used for portfolio analytics.,2014,3,111.0,,International TV Shows
s101999,Movie,Title 2000,Director L,Unknown,Mexico,2019-06-27,2004,TV-14,112 min,Documentaries,A Netflix title used for portfolio analytics.,2019,6,112.0,,Documentaries
s102000,Movie,Title 2001,Director E,Unknown,"United States, South Korea",2015-03-19,1990,TV-14,78 min,Documentaries,A Netflix title used for portfolio analytics.,2015,3,78.0,,Documentaries
s102001,TV Show,Title 2002,Unknown,Unknown,India,2008-10-13,2011,TV-14,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2008,10,,3.0,Horror Movies
s102002,TV Show,Title 2003,Director Y,"Actor A, Actor B",United States,2012-07-15,2004,TV-MA,7 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2012,7,,7.0,TV Dramas
s102003,Movie,Title 2004,Unknown,Unknown,United States,2012-11-04,1998,TV-MA,112 min,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2012,11,112.0,,Horror Movies
s102004,Movie,Title 2005,Director E,Unknown,Canada,2020-02-28,2008,TV-Y7,81 min,TV Dramas,A Netflix title used for portfolio analytics.,2020,2,81.0,,TV Dramas
s102005,Movie,Title 2006,Unknown,Unknown,Unknown,2018-02-16,1996,PG-13,73 min,TV Dramas,A Netflix title used for portfolio analytics.,2018,2,73.0,,TV Dramas
s102006,TV Show,Title 2007,Unknown,Unknown,United Kingdom,2016-12-22,1998,TV-14,6 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2016,12,,6.0,TV Dramas
s102007,Movie,Title 2008,Director N,"Actor A, Actor B",United Kingdom,2015-06-29,1982,R,97 min,"Action & Adventure, Thrillers",A Netflix title used for portfolio analytics.,2015,6,97.0,,Action & Adventure
s102008,Movie,Title 2009,Unknown,"Actor A, Actor B",India,2019-04-18,1998,PG,69 min,"Horror Movies, TV Dramas",A Netflix title used for portfolio analytics.,2019,4,69.0,,Horror Movies
s102009,TV Show,Title 2010,Unknown,"Actor A, Actor B","United States, Canada",2012-06-26,2007,TV-MA,7 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2012,6,,7.0,Horror Movies
s102010,TV Show,Title 2011,Director O,"Actor A, Actor B",United States,2013-01-20,2016,TV-MA,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2013,1,,3.0,Romantic Movies
s102011,Movie,Title 2012,Director Y,"Actor A, Actor B","India, Mexico",2009-04-11,2006,TV-MA,102 min,Romantic Movies,A Netflix title used for portfolio analytics.,2009,4,102.0,,Romantic Movies
s102012,Movie,Title 2013,Unknown,Unknown,Thailand,2010-11-11,1990,PG-13,52 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2010,11,52.0,,International TV Shows
s102013,TV Show,Title 2014,Unknown,"Actor A, Actor B",United States,2018-05-02,2009,TV-MA,4 Seasons,"Documentaries, Dramas",A Netflix title used for portfolio analytics.,2018,5,,4.0,Documentaries
s102014,TV Show,Title 2015,Director Y,Unknown,United States,2017-09-09,2012,TV-14,3 Seasons,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.,2017,9,,3.0,International TV Shows
s102015,Movie,Title 2016,Unknown,Unknown,Australia,2016-01-16,2006,PG,126 min,Comedies,A Netflix title used for portfolio analytics.,2016,1,126.0,,Comedies
s102016,Movie,Title 2017,Unknown,Unknown,India,2009-08-11,2012,TV-14,116 min,Action & Adventure,A Netflix title used for portfolio analytics.,2009,8,116.0,,Action & Adventure
s102017,Movie,Title 2018,Unknown,"Actor A, Actor B",United Kingdom,2019-11-13,1983,TV-14,92 min,Dramas,A Netflix title used for portfolio analytics.,2019,11,92.0,,Dramas
s102018,Movie,Title 2019,Unknown,Unknown,United States,2020-07-02,2019,NC-17,103 min,"Horror Movies, International Movies, International TV Shows, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2020,7,103.0,,Horror Movies
s102019,Movie,Title 2020,Unknown,Unknown,United States,2016-08-02,2017,TV-14,99 min,TV Comedies,A Netflix title used for portfolio analytics.,2016,8,99.0,,TV Comedies
s102020,Movie,Title 2021,Director M,Unknown,United States,2012-12-19,1997,TV-14,132 min,TV Comedies,A Netflix title used for portfolio analytics.,2012,12,132.0,,TV Comedies
s102021,TV Show,Title 2022,Unknown,Unknown,United States,2016-06-09,1991,TV-Y7,2 Seasons,International TV Shows,A Netflix title used for portfolio analytics.,2016,6,,2.0,International TV Shows
s102022,Movie,Title 2023,Director G,"Actor A, Actor B",France,2014-10-03,2003,G,114 min,International Movies,A Netflix title used for portfolio analytics.,2014,10,114.0,,International Movies
s102023,Movie,Title 2024,Director V,"Actor A, Actor B",United States,2015-04-06,2017,TV-MA,81 min,TV Dramas,A Netflix title used for portfolio analytics.,2015,4,81.0,,TV Dramas
s102024,Movie,Title 2025,Unknown,Unknown,Spain,2017-11-11,1993,R,95 min,TV Comedies,A Netflix title used for portfolio analytics.,2017,11,95.0,,TV Comedies
s102025,Movie,Title 2026,Unknown,Unknown,United States,2011-01-29,2017,R,138 min,TV Dramas,A Netflix title used for portfolio analytics.,2011,1,138.0,,TV Dramas
s102026,Movie,Title 2027,Director U,Unknown,"United States, Japan",2014-02-07,2012,TV-14,112 min,TV Dramas,A Netflix title used for portfolio analytics.,2014,2,112.0,,TV Dramas
s102027,Movie,Title 2028,Unknown,"Actor A, Actor B",United States,2013-03-17,2003,PG-13,60 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.,2013,3,60.0,,Action & Adventure
s102028,TV Show,Title 2029,Director G,"Actor A, Actor B",India,2010-10-11,1981,TV-MA,5 Seasons,Horror Movies,A Netflix title used for portfolio analytics.,2010,10,,5.0,Horror Movies
s102029,TV Show,Title 2030,Unknown,Unknown,Italy,2010-08-14,2018,R,2 Seasons,"Documentaries, Horror Movies",A Netflix title used for portfolio analytics.,2010,8,,2.0,Documentaries
s102030,TV Show,Title 2031,Director L,"Actor A, Actor B",India,2009-06-06,2013,TV-MA,6 Seasons,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.,2009,6,,6.0,Horror Movies
s102031,TV Show,Title 2032,Director M,Unknown,United States,2019-06-02,1995,NR,2 Seasons,"International Movies, Romantic Movies",A Netflix title used for portfolio analytics.,2019,6,,2.0,International Movies
s102032,Movie,Title 2033,Unknown,Unknown,Unknown,2009-09-09,2003,TV-MA,89 min,International Movies,A Netflix title used for portfolio analytics.,2009,9,89.0,,International Movies
s102033,Movie,Title 2034,Unknown,Unknown,India,2016-10-04,2004,PG-13,150 min,Documentaries,A Netflix title used for portfolio analytics.,2016,10,150.0,,Documentaries
s102034,TV Show,Title 2035,Director W,"Actor A, Actor B",United States,2016-03-29,2017,TV-14,3 Seasons,"Horror Movies, TV Comedies",A Netflix title used for portfolio analytics.,2016,3,,3.0,Horror Movies
s102035,Movie,Title 2036,Unknown,Unknown,Thailand,2009-06-20,2003,PG,113 min,TV Comedies,A Netflix title used for portfolio analytics.,2009,6,113.0,,TV Comedies
s102036,TV Show,Title 2037,Director M,Unknown,United States,2010-05-09,2011,TV-MA,6 Seasons,"International Movies, Thrillers",A Netflix title used for portfolio analytics.,2010,5,,6.0,International Movies
s102037,Movie,Title 2038,Unknown,Unknown,Australia,2012-05-21,2002,TV-14,92 min,Comedies,A Netflix title used for portfolio analytics.,2012,5,92.0,,Comedies
s102038,Movie,Title 2039,Director G,Unknown,United Kingdom,2020-01-10,2017,TV-MA,85 min,TV Comedies,A Netflix title used for portfolio analytics.,2020,1,85.0,,TV Comedies
s102039,Movie,Title 2040,Unknown,Unknown,India,2015-04-10,2005,TV-MA,109 min,"Action & Adventure, Kids' TV",A Netflix title used for portfolio analytics.,2015,4,109.0,,Action & Adventure
s102040,Movie,Title 2041,Unknown,Unknown,France,2010-09-19,1988,TV-14,52 min,Comedies,A Netflix title used for portfolio analytics.,2010,9,52.0,,Comedies
s102041,Movie,Title 2042,Unknown,"Actor A, Actor B",Australia,2020-03-01,2007,PG-13,77 min,Comedies,A Netflix title used for portfolio analytics.,2020,3,77.0,,Comedies
s102042,Movie,Title 2043,Director L,Unknown,Mexico,2010-12-15,2017,TV-14,105 min,International TV Shows,A Netflix title used for portfolio analytics.,2010,12,105.0,,International TV Shows
s102043,TV Show,Title 2044,Director X,Unknown,Australia,2019-09-30,2017,TV-MA,2 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.,2019,9,,2.0,Action & Adventure
s102044,TV Show,Title 2045,Unknown,Unknown,United States,2017-03-12,2009,R,6 Seasons,"Action & Adventure, Romantic Movies",A Netflix title used for portfolio analytics.,2017,3,,6.0,Action & Adventure
s102045,TV Show,Title 2046,Unknown,Unknown,United States,2016-08-10,2009,TV-14,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.,2016,8,,2.0,Kids' TV
s102046,TV Show,Title 2047,Unknown,"Actor A, Actor B",France,2010-01-18,2009,TV-14,2 Seasons,"Action & Adventure, Dramas",A Netflix title used for portfolio analytics.,2010,1,,2.0,Action & Adventure
s102047,Movie,Title 2048,Unknown,Unknown,"United Kingdom, South Korea",2017-12-06,2009,PG,101 min,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.,2017,12,101.0,,Documentaries
s102048,TV Show,Title 2049,Director E,"Actor A, Actor B","United Kingdom, Thailand",2015-08-22,2009,TV-MA,3 Seasons,TV Dramas,A Netflix title used for portfolio analytics.,2015,8,,3.0,TV Dramas
s102049,TV Show,Title 2050,Director R,Unknown,United States,2017-04-02,2011,R,2 Seasons,International Movies,A Netflix title used for portfolio analytics.,2017,4,,2.0,International Movies
s102050,Movie,Title 2051,Director F,Unknown,Italy,2017-05-19,2007,TV-14,94 min,Action & Adventure,A Netflix title used for portfolio analytics.,2017,5,94.0,,Action & Adventure
s102051,Movie,Title 2052,Unknown,"Actor A, Actor B",United States,2010-09-16,2014,TV-PG,44 min,"Kids' TV, TV Comedies",A Netflix title used for portfolio analytics.,2010,9,44.0,,Kids' TV
s102052,Movie,Title 2053,Director S,"Actor A, Actor B",Canada,2008-06-24,2012,TV-14,162 min,Comedies,A Netflix title used for portfolio analytics.,2008,6,162.0,,Comedies
s102053,Movie,Title 2054,Director H,Unknown,United States,2020-06-16,1990,R,126 min,TV Dramas,A Netflix title used for portfolio analytics.,2020,6,126.0,,TV Dramas
s102054,TV Show,Title 2055,Director Q,"Actor A, Actor B","Japan, Italy",2013-04-29,1996,PG,6 Seasons,"TV Comedies, TV Dramas",A Netflix title used for portfolio analytics.,2013,4,,6.0,TV Comedies
s102055,TV Show,Title 2056,Unknown,Unknown,United States,2008-06-28,2013,PG-13,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.,2008,6,,3.0,Romantic Movies
s102056,Movie,Title 2057,Unknown,Unknown,United States,2018-09-23,2015,TV-14,105 min,International Movies,A Netflix title used for portfolio analytics.,2018,9,105.0,,International Movies
s102057,Movie,Title 2058,Unknown,Unknown,India,2014-07-12,2004,TV-Y7,92 min,"Comedies, Documentaries",A Netflix title used for portfolio analytics.,2014,7,92.0,,Comedies
s102058,Movie,Title 2059,Unknown,Unknown,Canada,2015-01-12,2007,R,54 min,"Dramas, Thrillers",A Netflix title used for portfolio analytics.,2015,1,54.0,,Dramas
s102059,TV Show,Title 2060,Director U,Unknown,"South Korea, Italy",2008-01-07,2004,PG,4 Seasons,Thrillers,A Netflix title used for portfolio analytics.,2008,1,,4.0,Thrillers
s102060,TV Show,Title 2061,Director L,"Actor A, Actor B","United States, Australia",2019-01-01,2012,TV-MA,6 Seasons,Comedies,A Netflix title used for portfolio analytics.,2019,1,,6.0,Comedies
s102061,Movie,Title 2062,Director X,Unknown,United States,2018-12-30,2008,TV-14,54 min,Action & Adventure,A Netflix title used for portfolio analytics.,2018,12,54.0,,Action & Adventure
s102062,Movie,Title 2063,Unknown,Unknown,United States,2020-05-11,2011,TV-14,92 min,"Dramas, International TV Shows",A Netflix title used for portfolio analytics.,2020,5,92.0,,Dramas
s102063,Movie,Title 2064,Director Y,"Actor A, Actor B","United States, Mexico",2010-02-17,2010,PG,89 min,Action & Adventure,A Netflix title used for portfolio analytics.,2010,2,89.0,,Action & Adventure
s102064,Movie,Title 2065,Director W,Unknown,Spain,2017-06-06,2016,TV-14,90 min,Dramas,A Netflix title used for portfolio analytics.,2017,6,90.0,,Dramas
s102065,TV Show,Title 2066,Director Q,"Actor A, Actor B",United States,2017-01-23,2015,TV-Y,6 Seasons,Comedies,A Netflix title used for portfolio analytics.,2017,1,,6.0,Comedies
s102066,Movie,Title 2067,Unknown,Unknown,United Kingdom,2019-09-10,1984,TV-MA,81 min,"Romantic Movies, Stand-Up Comedy, Thrillers",A Netflix title used for portfolio analytics.,2019,9,81.0,,Romantic Movies
s102067,Movie,Title 2068,Director E,Unknown,"United States, Australia",2013-04-23,2009,TV-Y7,101 min,TV Comedies,A Netflix title used for portfolio analytics.,2013,4,101.0,,TV Comedies
s102068,TV Show,Title 2069,Unknown,Unknown,United States,2014-08-13,2018,TV-Y7,3 Seasons,"Action & Adventure, Documentaries",A Netflix title used for portfolio analytics.,2014,8,,3.0,Action & Adventure
s102069,Movie,Title 2070,Director X,Unknown,Germany,2015-02-18,2016,TV-PG,105 min,Documentaries,A Netflix title used for portfolio analytics.,2015,2,105.0,,Documentaries
s102070,Movie,Title 2071,Unknown,"Actor A, Actor B",France,2009-11-15,1999,TV-MA,63 min,Thrillers,A Netflix title used for portfolio analytics.,2009,11,63.0,,Thrillers
s102071,Movie,Title 2072,Director D,Unknown,Japan,2019-10-25,2000,PG,102 min,Action & Adventure,A Netflix title used for portfolio analytics.,2019,10,102.0,,Action & Adventure
s102072,Movie,Title 2073,Unknown,Unknown,United States,2017-07-17,2016,TV-14,145 min,International Movies,A Netflix title used for portfolio analytics.,2017,7,145.0,,International Movies
s102073,Movie,Title 2074,Director F,Unknown,"Spain, Japan",2013-12-06,2014,TV-14,74 min,"Action & Adventure, Stand-Up Comedy",A Netflix title used for portfolio analytics.,2013,12,74.0,,Action & Adventure
s102074,Movie,Title 2075,Director Q,"Actor A, Actor B",India,2016-07-09,1998,PG-13,130 min,"Comedies, Documentaries, Kids' TV",A Netflix title used for portfolio analytics.,2016,7,130.0,,Comedies
