show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s101204,Movie,Title 1205,Director C,Unknown,Canada,,2002,TV-MA,75 min,Romantic Movies,A Netflix title used for portfolio analytics.
s101205,Movie,Title 1206,Unknown,Unknown,United States,2011-04-29,1974,TV-Y,100 min,TV Dramas,A Netflix title used for portfolio analytics.
s101206,TV Show,Title 1207,Unknown,"Actor A, Actor B",United States,2010-03-29,2002,TV-MA,7 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s101207,Movie,Title 1208,Director G,Unknown,Canada,2012-03-03,2000,PG-13,94 min,Dramas,A Netflix title used for portfolio analytics.
s101208,Movie,Title 1209,Director F,Unknown,Canada,2013-12-18,2012,PG,97 min,Comedies,A Netflix title used for portfolio analytics.
s101209,TV Show,Title 1210,Director H,Unknown,United States,2019-09-22,1986,UR,6 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s101210,TV Show,Title 1211,Director G,Unknown,United States,2020-01-27,1991,TV-14,5 Seasons,Comedies,A Netflix title used for portfolio analytics.
s101211,Movie,Title 1212,Unknown,Unknown,Spain,2008-02-04,2007,TV-MA,83 min,"Romantic Movies, Thrillers",A Netflix title used for portfolio analytics.
s101212,Movie,Title 1213,Director Y,Unknown,South Korea,2019-01-22,2009,TV-MA,100 min,Dramas,A Netflix title used for portfolio analytics.
s101213,Movie,Title 1214,Unknown,"Actor A, Actor B",France,2019-07-18,1982,TV-14,40 min,Comedies,A Netflix title used for portfolio analytics.
s101214,Movie,Title 1215,Unknown,Unknown,Australia,2017-02-19,1994,TV-MA,84 min,"Action & Adventure, Dramas",A Netflix title used for portfolio analytics.
s101215,TV Show,Title 1216,Director V,"Actor A, Actor B",United States,2018-03-16,2012,R,6 Seasons,"Action & Adventure, Dramas, Horror Movies",A Netflix title used for portfolio analytics.
s101216,Movie,Title 1217,Director Y,"Actor A, Actor B","United States, Turkey",2017-07-06,1996,PG-13,113 min,TV Comedies,A Netflix title used for portfolio analytics.
s101217,TV Show,Title 1218,Unknown,"Actor A, Actor B",UNITED STATES,2014-12-12,1999,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s101218,TV Show,Title 1219,Unknown,Unknown,United States,2017-09-18,2017,PG-13,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s101219,TV Show,Title 1220,Director Y,Unknown,United States,2018-02-05,1998,TV-MA,,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.
s101220,TV Show,Title 1221,Unknown,"Actor A, Actor B",France,2019-06-16,2000,TV-14,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s101221,Movie,Title 1222,Unknown,Unknown,United States,2008-08-02,2015,TV-14,133 min,International TV Shows,A Netflix title used for portfolio analytics.
s101222,Movie,Title 1223,Unknown,Unknown,United Kingdom,2019-06-02,2005,TV-MA,106 min,International TV Shows,A Netflix title used for portfolio analytics.
s101223,TV Show,Title 1224,Unknown,"Actor A, Actor B",India,2015-12-15,2016,PG,4 Seasons,"Documentaries, International Movies",A Netflix title used for portfolio analytics.
s101224,Movie,Title 1225,Unknown,"Actor A, Actor B","Mexico, Australia",2011-12-07,1990,PG-13,116 min,TV Comedies,A Netflix title used for portfolio analytics.
s101225,Movie,Title 1226,Unknown,Unknown,Nigeria,2019-03-08,2006,TV-MA,125 min,"Kids' TV, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s101226,TV Show,Title 1227,Unknown,Unknown,United States,2018-10-13,2003,TV-MA,3 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s101227,TV Show,Title 1228,Director S,Unknown,Spain,2013-11-18,2012,NR,6 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s101228,Movie,Title 1229,Unknown,Unknown,South Korea,2013-03-15,2009,PG-13,85 min,Thrillers,A Netflix title used for portfolio analytics.
s101229,Movie,Title 1230,Unknown,Unknown,"Mexico, India",2008-02-24,2013,TV-MA,108 min,"Horror Movies, TV Comedies",A Netflix title used for portfolio analytics.
s101230,TV Show,Title 1231,Unknown,Unknown,Australia,2013-02-08,1983,TV-14,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s101231,TV Show,Title 1232,Unknown,Unknown,United States,2015-03-24,2017,TV-MA,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s101232,Movie,Title 1233,Director B,Unknown,Spain,2016-10-17,1986,TV-MA,99 min,"Documentaries, TV Comedies",A Netflix title used for portfolio analytics.
s101233,Movie,Title 1234,Director T,Unknown,India,,1996,PG-13,133 min,Dramas,A Netflix title used for portfolio analytics.
s101234,TV Show,Title 1235,Unknown,Unknown,"United States, Nigeria",2019-07-15,1994,TV-14,4 Seasons,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.
s101235,TV Show,Title 1236,Director K,"Actor A, Actor B","United States, Thailand",2018-07-15,2014,TV-Y7,4 Seasons,TV Comedies,A Netflix title used for portfolio analytics.
s101236,Movie,Title 1237,Director H,Unknown,United States,2010-11-29,1994,TV-MA,105 min,Dramas,A Netflix title used for portfolio analytics.
s101237,Movie,Title 1238,Unknown,Unknown,"South Korea, France",2015-06-17,1994,TV-Y7,101 min,International TV Shows,A Netflix title used for portfolio analytics.
s101238,Movie,Title 1239,Director Q,"Actor A, Actor B","Japan, Brazil",2019-01-08,2013,TV-MA,69 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.
s101239,Movie,Title 1240,Unknown,Unknown,,2019-03-08,1980,R,75 min,TV Comedies,A Netflix title used for portfolio analytics.
s101240,Movie,Title 1241,Unknown,Unknown,"South Korea, Japan",2010-06-30,1995,TV-PG,118 min,Action & Adventure,A Netflix title used for portfolio analytics.
s101241,Movie,Title 1242,Director U,Unknown,United States,2018-08-15,1993,TV-PG,45 min,Dramas,A Netflix title used for portfolio analytics.
s101242,TV Show,Title 1243,Director L,Unknown,India,2017-01-21,2016,TV-MA,2 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s101243,TV Show,Title 1244,Director Z,Unknown,Germany,2014-08-21,2016,TV-Y7,4 Seasons,"Dramas, Romantic Movies",A Netflix title used for portfolio analytics.
s101244,Movie,Title 1245,Director M,Unknown,Canada,2020-07-04,2005,TV-MA,74 min,TV Comedies,A Netflix title used for portfolio analytics.
s101245,TV Show,Title 1246,Unknown,Unknown,Canada,2014-04-27,2013,R,3 Seasons,Comedies,A Netflix title used for portfolio analytics.
s101246,Movie,Title 1247,Director S,"Actor A, Actor B","Brazil, Turkey",2010-11-16,2008,NR,46 min,TV Dramas,A Netflix title used for portfolio analytics.
s101247,Movie,Title 1248,Director X,Unknown,United Kingdom,2009-12-08,2014,TV-14,85 min,International TV Shows,A Netflix title used for portfolio analytics.
s101248,Movie,Title 1249,Director G,Unknown,United States,2016-05-01,1982,TV-14,120 min,"Dramas, Romantic Movies, TV Comedies",A Netflix title used for portfolio analytics.
s101249,Movie,Title 1250,Director Z,Unknown,"South Korea, Thailand",2017-08-21,1997,TV-14,123 min,"International Movies, TV Comedies",A Netflix title used for portfolio analytics.
s101250,Movie,Title 1251,Director O,Unknown,India,2019-06-03,2007,NR,92 min,Thrillers,A Netflix title used for portfolio analytics.
s101251,TV Show,Title 1252,Director A,"Actor A, Actor B",BRAZIL,2013-02-25,1988,TV-14,3 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s101252,Movie,Title 1253,Unknown,"Actor A, Actor B",Japan,2010-02-19,1973,TV-14,90 min,International TV Shows,A Netflix title used for portfolio analytics.
s101253,Movie,Title 1254,Director P,Unknown,India,2009-08-27,2006,TV-MA,67 min,TV Dramas,A Netflix title used for portfolio analytics.
s101254,Movie,Title 1255,Director R,Unknown,United States,2014-08-12,2017,TV-14,126 min,Kids' TV,A Netflix title used for portfolio analytics.
s101255,Movie,Title 1256,Director W,Unknown,United States,2016-01-24,1999,TV-MA,100 min,"Kids' TV, Stand-Up Comedy, TV Dramas",A Netflix title used for portfolio analytics.
s101256,Movie,Title 1257,Director A,Unknown,United States,2011-06-28,1993,TV-G,168 min,Thrillers,A Netflix title used for portfolio analytics.
s101257,Movie,Title 1258,Unknown,"Actor A, Actor B",United States,2012-07-29,2000,TV-MA,,"International TV Shows, Romantic Movies",A Netflix title used for portfolio analytics.
s101258,Movie,Title 1259,Unknown,Unknown,"France, Spain",2015-04-15,1997,TV-MA,109 min,Documentaries,A Netflix title used for portfolio analytics.
s101259,Movie,Title 1260,Director Q,Unknown,United States,2015-01-25,2002,TV-MA,79 min,International TV Shows,A Netflix title used for portfolio analytics.
s101260,Movie,Title 1261,Unknown,"Actor A, Actor B","Turkey, Germany",2013-09-21,2013,TV-MA,123 min,"Kids' TV, TV Comedies",A Netflix title used for portfolio analytics.
s101261,Movie,Title 1262,Director E,Unknown,India,2009-08-03,2005,PG,162 min,Thrillers,A Netflix title used for portfolio analytics.
s101262,Movie,Title 1263,Director W,"Actor A, Actor B",United States,2019-11-10,2014,TV-14,100 min,"Dramas, International Movies",A Netflix title used for portfolio analytics.
s101263,TV Show,Title 1264,Unknown,"Actor A, Actor B",United Kingdom,2015-03-29,1997,TV-MA,5 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s101264,TV Show,Title 1265,Unknown,"Actor A, Actor B",Germany,2012-01-03,2018,R,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s101265,TV Show,Title 1266,Unknown,Unknown,Spain,2018-07-15,1997,TV-PG,1 Season,Thrillers,A Netflix title used for portfolio analytics.
s101266,Movie,Title 1267,Unknown,"Actor A, Actor B",Spain,2010-07-13,2003,TV-MA,96 min,"Kids' TV, Thrillers",A Netflix title used for portfolio analytics.
s101267,Movie,Title 1268,Director D,Unknown,UNITED STATES,,2010,R,92 min,"Documentaries, International Movies",A Netflix title used for portfolio analytics.
s101268,Movie,Title 1269,Director W,Unknown,France,2016-02-26,2014,TV-MA,119 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.
s101269,TV Show,Title 1270,Unknown,Unknown,United States,2013-03-14,2012,TV-14,5 Seasons,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.
s101270,Movie,Title 1271,Director C,"Actor A, Actor B",United States,2018-05-25,2006,TV-Y7,106 min,"Kids' TV, Thrillers",A Netflix title used for portfolio analytics.
s101271,Movie,Title 1272,Unknown,Unknown,United States,2016-06-10,2012,TV-Y7,56 min,Comedies,A Netflix title used for portfolio analytics.
s101272,Movie,Title 1273,Director R,"Actor A, Actor B","Mexico, South Korea",2015-01-25,1994,G,124 min,TV Dramas,A Netflix title used for portfolio analytics.
s101273,TV Show,Title 1274,Unknown,"Actor A, Actor B","United States, France",2010-04-22,1991,TV-MA,1 Season,"Comedies, Romantic Movies",A Netflix title used for portfolio analytics.
s101274,Movie,Title 1275,Unknown,"Actor A, Actor B",United States,2020-03-26,2001,TV-PG,102 min,"Action & Adventure, TV Dramas, Thrillers",A Netflix title used for portfolio analytics.
s101275,TV Show,Title 1276,Unknown,"Actor A, Actor B",Italy,,1987,PG-13,2 Seasons,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s101276,Movie,Title 1277,Unknown,Unknown,Canada,2011-07-08,2013,NR,85 min,TV Comedies,A Netflix title used for portfolio analytics.
s101277,Movie,Title 1278,Director G,"Actor A, Actor B",Japan,2015-09-08,2014,PG-13,113 min,Thrillers,A Netflix title used for portfolio analytics.
s101278,TV Show,Title 1279,Unknown,Unknown,Australia,2009-10-01,2014,NR,2 Seasons,International Movies,A Netflix title used for portfolio analytics.
s101279,Movie,Title 1280,Director N,"Actor A, Actor B","United States, South Korea",2018-09-17,1991,TV-G,113 min,"Action & Adventure, International Movies",A Netflix title used for portfolio analytics.
s101280,TV Show,Title 1281,Director M,"Actor A, Actor B",France,2020-10-13,2016,TV-MA,6 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s101281,Movie,Title 1282,Unknown,"Actor A, Actor B",Turkey,2019-03-28,1980,TV-MA,114 min,"Comedies, Thrillers",A Netflix title used for portfolio analytics.
s101282,Movie,Title 1283,Director W,"Actor A, Actor B","United Kingdom, Turkey",2020-07-05,2004,TV-14,51 min,Romantic Movies,A Netflix title used for portfolio analytics.
s101283,Movie,Title 1284,Unknown,Unknown,France,2012-06-13,1995,PG,100 min,TV Comedies,A Netflix title used for portfolio analytics.
s101284,TV Show,Title 1285,Unknown,Unknown,"United States, Thailand",2015-12-04,2017,PG-13,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s101285,Movie,Title 1286,Unknown,Unknown,India,2015-02-23,1992,R,93 min,"Documentaries, International TV Shows",A Netflix title used for portfolio analytics.
s101286,TV Show,Title 1287,Director V,Unknown,,2012-09-03,2003,TV-14,5 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s101287,Movie,Title 1288,Unknown,"Actor A, Actor B",Nigeria,2014-12-27,2014,TV-MA,73 min,Dramas,A Netflix title used for portfolio analytics.
s101288,Movie,Title 1289,Unknown,Unknown,Canada,2016-12-06,2014,R,113 min,"Horror Movies, International TV Shows",A Netflix title used for portfolio analytics.
s101289,Movie,Title 1290,Director W,Unknown,India,2018-11-26,2000,PG-13,82 min,"Comedies, Kids' TV",A Netflix title used for portfolio analytics.
s101290,Movie,Title 1291,Director A,Unknown,"Brazil, Italy",2010-04-20,2016,TV-G,51 min,Documentaries,A Netflix title used for portfolio analytics.
s101291,TV Show,Title 1292,Unknown,Unknown,,2009-01-26,2013,TV-MA,2 Seasons,"Comedies, TV Dramas",A Netflix title used for portfolio analytics.
s101292,Movie,Title 1293,Unknown,Unknown,United States,2010-06-18,2005,R,126 min,"Romantic Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s101293,Movie,Title 1294,Unknown,"Actor A, Actor B",Germany,2020-02-10,2014,R,91 min,"International Movies, International TV Shows",A Netflix title used for portfolio analytics.
s101294,Movie,Title 1295,Unknown,"Actor A, Actor B",United States,2010-08-26,2015,PG-13,120 min,International Movies,A Netflix title used for portfolio analytics.
s101295,Movie,Title 1296,Director G,"Actor A, Actor B","United States, India",2015-01-25,2018,TV-14,60 min,Dramas,A Netflix title used for portfolio analytics.
s101296,TV Show,Title 1297,Director F,Unknown,India,2020-04-06,2006,R,7 Seasons,"Comedies, Horror Movies",A Netflix title used for portfolio analytics.
s101297,Movie,Title 1298,Unknown,"Actor A, Actor B","India, Australia",2015-12-10,1999,PG-13,101 min,TV Comedies,A Netflix title used for portfolio analytics.
s101298,Movie,Title 1299,Director H,Unknown,UNITED STATES,2015-08-30,2002,TV-MA,72 min,"Dramas, TV Dramas",A Netflix title used for portfolio analytics.
s101299,Movie,Title 1300,Director B,Unknown,United States,2014-09-01,2009,PG-13,72 min,TV Dramas,A Netflix title used for portfolio analytics.
s101300,Movie,Title 1301,Director R,Unknown,Mexico,2018-12-27,1985,TV-MA,82 min,"Action & Adventure, Kids' TV, TV Dramas",A Netflix title used for portfolio analytics.
s101301,TV Show,Title 1302,Director U,Unknown,United States,2020-04-06,1988,PG,2 Seasons,"International Movies, Thrillers",A Netflix title used for portfolio analytics.
s101302,Movie,Title 1303,Director B,Unknown,United States,2015-04-30,2003,TV-MA,99 min,Romantic Movies,A Netflix title used for portfolio analytics.
s101303,Movie,Title 1304,Unknown,Unknown,Thailand,2015-07-23,2008,TV-14,64 min,Romantic Movies,A Netflix title used for portfolio analytics.
s101304,TV Show,Title 1305,Unknown,Unknown,United Kingdom,2009-06-12,2015,TV-MA,7 Seasons,"Documentaries, Dramas",A Netflix title used for portfolio analytics.
s101305,TV Show,Title 1306,Unknown,Unknown,CANADA,2017-04-28,1987,TV-MA,7 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s101306,Movie,Title 1307,Unknown,Unknown,United States,2020-11-05,2010,TV-MA,80 min,Action & Adventure,A Netflix title used for portfolio analytics.
s101307,TV Show,Title 1308,Unknown,"Actor A, Actor B",United States,2015-03-21,2011,R,3 Seasons,"Documentaries, International TV Shows",A Netflix title used for portfolio analytics.
s101308,Movie,Title 1309,Director N,Unknown,United States,2019-01-28,1994,TV-14,104 min,"Action & Adventure, Thrillers",A Netflix title used for portfolio analytics.
s101309,TV Show,Title 1310,Unknown,Unknown,"United States, Canada",2010-12-23,2013,TV-MA,5 Seasons,Dramas,A Netflix title used for portfolio analytics.
s101310,TV Show,Title 1311,Unknown,Unknown,Turkey,2019-09-25,1975,UR,5 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s101311,Movie,Title 1312,Director Z,"Actor A, Actor B",United States,2018-08-21,2013,TV-MA,113 min,"Documentaries, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s101312,TV Show,Title 1313,Unknown,Unknown,United States,2008-04-02,1995,TV-14,6 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s101313,Movie,Title 1314,Unknown,"Actor A, Actor B",Nigeria,2014-04-12,2009,TV-14,140 min,Horror Movies,A Netflix title used for portfolio analytics.
