show_id,type,title,rating,release_year,date_added,duration,country,listed_in,description,date_added_parsed,duration_value,duration_unit,date_added_year
s02158,Movie,Title 2158,TV-14,1980,"September 19, 2017",155,"Australia, Japan","Independent Movies, TV Dramas",A short description.,2017-09-19,155,Minutes,2017.0
s02159,Movie,Title 2159,TV-PG,1977,"January 12, 2013",176 min,Thailand,"Thrillers , Action & Adventure",A short description.,2013-01-12,176,Minutes,2013.0
s02160,Movie,Title 2160,TV-14,1991,"June 08, 2013",174 min,"Nigeria, Mexico","Action & Adventure, Dramas",A short description.,2013-06-08,174,Minutes,2013.0
s02161,Movie,Title 2161,TV-MA,1990,"March 06, 2015",95 min,Germany,Sports Movies,A short description.,2015-03-06,95,Minutes,2015.0
s02162,Movie,Title 2162,TV-MA,1985,"May 10, 2012",86 min,United States,Comedies,A short description.,2012-05-10,86,Minutes,2012.0
s02163,Movie,Title 2163,,1968,"November 11, 2014",69 min,United States,"Kids' TV, TV Comedies",A short description.,2014-11-11,69,Minutes,2014.0
s02164,Movie,Title 2164,TV-Y7,1957,"June 30, 2020",111 min,Mexico,International Movies,A short description.,2020-06-30,111,Minutes,2020.0
s02165,TV Show,Title 2165,TV-MA,1999,"March 29, 2018",1 Season,South Africa,"Thrillers, Independent Movies",A short description.,2018-03-29,1,Seasons,2018.0
s02166,Movie,Title 2166,R,1974,"July 24, 2019",65,Turkey,"TV Comedies, Dramas",A short description.,2019-07-24,65,Minutes,2019.0
s02167,TV Show,Title 2167,TV-14,1993,"June 19, 2015",7 Seasons,Nigeria,Sports Movies,A short description.,2015-06-19,7,Seasons,2015.0
s02168,Movie,Title 2168,R,1976,2018-08-31,76 min,Canada,TV Comedies,A short description.,,76,Minutes,
s02169,Movie,Title 2169,TV-PG,2010,08/20/2014,143 min,United States,"Comedies, Dramas",A short description.,,143,Minutes,
s02170,Movie,Title 2170,UR,2000,"October 16, 2016",140 min,Brazil,Thrillers,A short description.,2016-10-16,140,Minutes,2016.0
s02171,Movie,Title 2171,TV-MA,1978,"January 13, 2018",73 min,France,"Romantic Movies, Dramas",A short description.,2018-01-13,73,Minutes,2018.0
s02172,Movie,Title 2172,TV-14,1973,"January 28, 2019",162 min,Australia,Romantic Movies,A short description.,2019-01-28,162,Minutes,2019.0
s02173,Movie,Title 2173,,2003,"March 08, 2020",141 min,United Kingdom,"TV Dramas , Dramas",A short description.,2020-03-08,141,Minutes,2020.0
s02174,Movie,Title 2174,TV-MA,1950,"February 28, 2011",127 min,Mexico,International Movies,A short description.,2011-02-28,127,Minutes,2011.0
s02175,Movie,Title 2175,TV-MA,1954,"September 25, 2018",72 min,Turkey,Independent Movies,A short description.,2018-09-25,72,Minutes,2018.0
s02176,Movie,Title 2176,PG-13,1955,"October 22, 2017",66 min,Nigeria,"Sports Movies, Documentaries",A short description.,2017-10-22,66,Minutes,2017.0
s02177,Movie,Title 2177,PG-13,1974,"February 08, 2018",151 min,"Brazil, Australia, Thailand",Dramas,A short description.,2018-02-08,151,Minutes,2018.0
s02178,TV Show,Title 2178,R,1985,"February 28, 2010",5 Seasons,South Korea,"Romantic Movies, TV Dramas, Thrillers",A short description.,2010-02-28,5,Seasons,2010.0
s02179,Movie,Title 2179,PG-13,1970,"May 14, 2015",87 min,India,"TV Dramas, Horror Movies",A short description.,2015-05-14,87,Minutes,2015.0
s02180,Movie,Title 2180,R,1963,"July 27, 2020",126 min,France,"Independent Movies, International Movies, Romantic Movies",A short description.,2020-07-27,126,Minutes,2020.0
s02181,TV Show,Title 2181,TV-MA,1972,"November 27, 2019",7 Seasons,Spain,Independent Movies,A short description.,2019-11-27,7,Seasons,2019.0
s02182,Movie,Title 2182,TV-PG,1985,"July 16, 2012",149 min,Turkey,Thrillers,A short description.,2012-07-16,149,Minutes,2012.0
s02183,TV Show,Title 2183,PG-13,1971,"May 09, 2015",2 Seasons,Germany,Independent Movies,A short description.,2015-05-09,2,Seasons,2015.0
s02184,Movie,Title 2184,NR,1990,"July 04, 2019",93 min,"Spain, Mexico",TV Comedies,A short description.,2019-07-04,93,Minutes,2019.0
s02185,Movie,Title 2185,TV-MA,1977,"March 26, 2020",90 min,"Brazil, Turkey",International Movies,A short description.,2020-03-26,90,Minutes,2020.0
s02186,Movie,Title 2186,TV-MA,2016,"August 23, 2013",74 min,Thailand,"International Movies, Dramas",A short description.,2013-08-23,74,Minutes,2013.0
s02187,TV Show,Title 2187,PG-13,2020,"November 01, 2018",5 Seasons,Australia,Comedies,A short description.,2018-11-01,5,Seasons,2018.0
s02188,Movie,Title 2188,TV-MA,1996,"March 09, 2019",141 min,Canada,"TV Comedies, Sports Movies",A short description.,2019-03-09,141,Minutes,2019.0
s02189,Movie,Title 2189,TV-MA,1989,"August 27, 2011",95 min,Japan,International Movies,A short description.,2011-08-27,95,Minutes,2011.0
s02190,TV Show,Title 2190,PG,1952,"May 09, 2010",4 Seasons,Spain,"Thrillers, Horror Movies",A short description.,2010-05-09,4,Seasons,2010.0
s02191,Movie,Title 2191,TV-14,1994,"July 08, 2010",144 min,United States,"Comedies, Thrillers, Dramas",A short description.,2010-07-08,144,Minutes,2010.0
s02192,Movie,Title 2192,TV-14,1977,"August 08, 2011",94 min,Mexico,Documentaries,A short description.,2011-08-08,94,Minutes,2011.0
s02193,TV Show,Title 2193,TV-MA,1970,"February 24, 2018",4 Seasons,Thailand,"Dramas, Horror Movies",A short description.,2018-02-24,4,Seasons,2018.0
s02194,Movie,Title 2194,TV-MA,2006,"April 15, 2014",175 min,United States,"Documentaries, Sports Movies, Comedies",A short description.,2014-04-15,175,Minutes,2014.0
s02195,Movie,Title 2195,PG,1952,"July 18, 2017",116 min,"Thailand, Spain","TV Dramas, Sports Movies",A short description.,2017-07-18,116,Minutes,2017.0
s02196,TV Show,Title 2196,TV-14,1968,"December 28, 2010",2 Seasons,Spain,"Documentaries, Comedies",A short description.,2010-12-28,2,Seasons,2010.0
s02197,Movie,Title 2197,TV-MA,2004,"August 16, 2016",128,"Turkey, Thailand, Australia","Independent Movies, Dramas",A short description.,2016-08-16,128,Minutes,2016.0
s02198,Movie,Title 2198,TV-14,2015,"March 13, 2018",127 min,Germany,"Action & Adventure, Comedies",A short description.,2018-03-13,127,Minutes,2018.0
s02199,Movie,Title 2199,TV-MA,1986,"September 27, 2020",99 min,South Africa,International Movies,A short description.,2020-09-27,99,Minutes,2020.0
s02200,TV Show,Title 2200,TV-MA,1987,"July 06, 2013",6 Seasons,Nigeria,International Movies,A short description.,2013-07-06,6,Seasons,2013.0
s02201,Movie,Title 2201,TV-MA,2018,"January 01, 2016",69 min,India,Horror Movies,A short description.,2016-01-01,69,Minutes,2016.0
s02202,TV Show,Title 2202,TV-PG,1956,"April 26, 2015",1 Season,Turkey,Romantic Movies,A short description.,2015-04-26,1,Seasons,2015.0
s02203,TV Show,Title 2203,TV-MA,1984,"October 29, 2013",1 Season,Germany,"Kids' TV, Thrillers, TV Dramas",A short description.,2013-10-29,1,Seasons,2013.0
s02204,Movie,Title 2204,TV-14,1967,03/20/2016,96 min,Spain,Documentaries,A short description.,,96,Minutes,
s02205,Movie,Title 2205,TV-14,1983,"April 25, 2010",104 min,Germany,"Horror Movies, Sports Movies",A short description.,2010-04-25,104,Minutes,2010.0
s02206,Movie,Title 2206,TV-14,2014,"June 10, 2012",140 min,United States,"Romantic Movies, Sports Movies",A short description.,2012-06-10,140,Minutes,2012.0
s02207,TV Show,Title 2207,TV-MA,1992,"May 16, 2016",4 Seasons,United Kingdom,Action & Adventure,A short description.,2016-05-16,4,Seasons,2016.0
s02208,Movie,Title 2208,TV-MA,2020,"April 24, 2016",149 min,"Germany, Brazil","Independent Movies, Comedies, TV Dramas",A short description.,2016-04-24,149,Minutes,2016.0
s02209,Movie,Title 2209,TV-MA,1985,"December 05, 2019",162 min,Brazil,Dramas,A short description.,2019-12-05,162,Minutes,2019.0
s02210,Movie,Title 2210,TV-14,2011,"June 04, 2017",88 min,"France, Japan","Kids' TV, Thrillers",A short description.,2017-06-04,88,Minutes,2017.0
s02211,,Title 2211,R,1962,"January 18, 2010",63 min,"Germany, South Africa",Kids' TV,A short description.,2010-01-18,63,Minutes,2010.0
s02212,Movie,Title 2212,TV-MA,1972,"May 20, 2015",107,Thailand,Independent Movies,A short description.,2015-05-20,107,Minutes,2015.0
s02213,TV Show,Title 2213,PG-13,1969,04/20/2019,6 Seasons,Canada,Dramas,A short description.,,6,Seasons,
s02214,Movie,Title 2214,R,2004,"August 10, 2019",70 min,South Africa,"Kids' TV, Horror Movies",A short description.,2019-08-10,70,Minutes,2019.0
s02215,TV Show,Title 2215,TV-MA,1986,"October 28, 2018",8 Seasons,"Japan, France",Sports Movies,A short description.,2018-10-28,8,Seasons,2018.0
s02216,Movie,Title 2216,TV-MA,1965,"April 03, 2015",154 min,United States,"TV Comedies, Independent Movies",A short description.,2015-04-03,154,Minutes,2015.0
s02217,Movie,Title 2217,TV-MA,1962,"March 03, 2011",160 min,Turkey,"Kids' TV, Independent Movies",A short description.,2011-03-03,160,Minutes,2011.0
s02218,TV Show,Title 2218,TV-MA,1977,"May 07, 2012",6 Seasons,Mexico,"Horror Movies, Dramas",A short description.,2012-05-07,6,Seasons,2012.0
s02219,TV Show,Title 2219,TV-14,1960,2019-04-26,6 Seasons,Japan,Independent Movies,A short description.,,6,Seasons,
s02220,Movie,Title 2220,TV-MA,1999,09/30/2013,91 min,Mexico,TV Comedies,A short description.,,91,Minutes,
s02221,Movie,Title 2221,PG,2010,"May 26, 2018",105 min,India,"Comedies, TV Dramas, Sports Movies",A short description.,2018-05-26,105,Minutes,2018.0
s02222,Movie,Title 2222,TV-14,2018,"May 26, 2010",138 min,United Kingdom,Independent Movies,A short description.,2010-05-26,138,Minutes,2010.0
s02223,Movie,Title 2223,PG-13,1966,05/28/2015,138 min,South Africa,"Thrillers, Independent Movies, Horror Movies",A short description.,,138,Minutes,
s02224,Movie,Title 2224,PG-13,1981,"June 15, 2020",141 min,Canada,"TV Dramas, Romantic Movies, Sports Movies",A short description.,2020-06-15,141,Minutes,2020.0
s02225,TV Show,Title 2225,TV-14,1985,"September 12, 2012",5 Seasons,Thailand,"Horror Movies, Action & Adventure",A short description.,2012-09-12,5,Seasons,2012.0
s02226,Movie,Title 2226,TV-Y7,1985,"May 03, 2010",72 min,France,"Thrillers, Independent Movies, Kids' TV",A short description.,2010-05-03,72,Minutes,2010.0
s02227,TV Show,Title 2227,,1982,"March 03, 2013",5 Seasons,"Germany, United States","Comedies, Independent Movies",A short description.,2013-03-03,5,Seasons,2013.0
s02228,Movie,Title 2228,TV-14,1965,"September 11, 2010",100 min,Canada,"Sports Movies, TV Comedies",A short description.,2010-09-11,100,Minutes,2010.0
s02229,Movie,Title 2229,TV-MA,1957,"September 26, 2016",146 min,Turkey,Thrillers,A short description.,2016-09-26,146,Minutes,2016.0
s02230,TV Show,Title 2230,TV-14,1978,"February 10, 2012",8 Seasons,United Kingdom,International Movies,A short description.,2012-02-10,8,Seasons,2012.0
s02231,Movie,Title 2231,TV-MA,1956,"September 16, 2012",72,Brazil,"TV Comedies, Sports Movies",A short description.,2012-09-16,72,Minutes,2012.0
s02232,TV Show,Title 2232,TV-14,1954,"June 19, 2016",8 Seasons,Germany,"Thrillers, Romantic Movies, Action & Adventure",A short description.,2016-06-19,8,Seasons,2016.0
s02233,Movie,Title 2233,TV-14,1987,"July 31, 2013",79 min,South Africa,"Sports Movies, TV Dramas",A short description.,2013-07-31,79,Minutes,2013.0
s02234,TV Show,Title 2234,TV-14,2010,"February 26, 2017",8 Seasons,India,"Romantic Movies, TV Dramas",A short description.,2017-02-26,8,Seasons,2017.0
s02235,TV Show,Title 2235,PG-13,1988,"March 29, 2020",4 Seasons,Canada,Dramas,A short description.,2020-03-29,4,Seasons,2020.0
s02236,TV Show,Title 2236,TV-MA,1951,"March 30, 2020",3 Seasons,South Korea,"Romantic Movies, International Movies, Sports Movies",A short description.,2020-03-30,3,Seasons,2020.0
s02237,Movie,Title 2237,TV-PG,2009,"January 09, 2018",101 min,South Korea,Action & Adventure,A short description.,2018-01-09,101,Minutes,2018.0
s02238,Movie,Title 2238,TV-14,1998,"August 28, 2020",74 min,Germany,Comedies,A short description.,2020-08-28,74,Minutes,2020.0
s02239,Movie,Title 2239,PG-13,1971,02/05/2018,168 min,South Africa,TV Dramas,A short description.,,168,Minutes,
s02240,Movie,Title 2240,TV-PG,1969,"September 30, 2010",153 min,Germany,Action & Adventure,A short description.,2010-09-30,153,Minutes,2010.0
s02241,Movie,Title 2241,TV-MA,2013,"July 07, 2020",92 min,South Korea,"TV Comedies, Kids' TV",A short description.,2020-07-07,92,Minutes,2020.0
s02242,Movie,Title 2242,R,1983,"March 27, 2016",76 min,"South Korea, Japan",Comedies,A short description.,2016-03-27,76,Minutes,2016.0
s02243,Movie,Title 2243,TV-MA,1960,"January 24, 2010",60 min,South Korea,"Kids' TV, Comedies, Action & Adventure",A short description.,2010-01-24,60,Minutes,2010.0
s02244,Movie,Title 2244,PG-13,1969,"October 29, 2016",150 min,Germany,Romantic Movies,A short description.,2016-10-29,150,Minutes,2016.0
s02245,Movie,Title 2245,TV-PG,1968,"September 09, 2012",86 min,Canada,"Dramas, International Movies, Kids' TV",A short description.,2012-09-09,86,Minutes,2012.0
s02246,Movie,Title 2246,TV-14,1978,"November 18, 2015",140 min,South Africa,International Movies,A short description.,2015-11-18,140,Minutes,2015.0
s02247,Movie,Title 2247,R,1974,"March 28, 2017",97,Japan,"TV Comedies, Action & Adventure",A short description.,2017-03-28,97,Minutes,2017.0
s02248,Movie,Title 2248,NR,1988,"April 22, 2010",113 min,Brazil,"TV Comedies, Independent Movies",A short description.,2010-04-22,113,Minutes,2010.0
s02249,Movie,Title 2249,PG-13,1972,"August 12, 2010",120,United States,"Independent Movies, TV Comedies",A short description.,2010-08-12,120,Minutes,2010.0
s02250,Movie,Title 2250,TV-PG,1995,"March 30, 2011",124 min,"Nigeria, Australia","International Movies, Thrillers",A short description.,2011-03-30,124,Minutes,2011.0
s02251,Movie,Title 2251,R,1984,"April 29, 2012",157 min,"Germany, South Africa","Romantic Movies, Independent Movies",A short description.,2012-04-29,157,Minutes,2012.0
s02252,TV Show,Title 2252,TV-14,2016,"August 05, 2018",8 Seasons,Spain,"Independent Movies, TV Comedies, Kids' TV",A short description.,2018-08-05,8,Seasons,2018.0
s02253,Movie,Title 2253,PG-13,2008,"July 18, 2014",160 min,Nigeria,Sports Movies,A short description.,2014-07-18,160,Minutes,2014.0
s02254,Movie,Title 2254,PG,1973,"July 09, 2010",68 min,"Brazil, Japan",Thrillers,A short description.,2010-07-09,68,Minutes,2010.0
s02255,Movie,Title 2255,TV-MA,1952,"December 26, 2015",80 min,France,"Sports Movies, Thrillers",A short description.,2015-12-26,80,Minutes,2015.0
s02256,Movie,Title 2256,TV-MA,1991,"March 09, 2016",87 min,Thailand,"Dramas, Sports Movies",A short description.,2016-03-09,87,Minutes,2016.0
s02257,TV Show,Title 2257,TV-MA,1974,"September 26, 2012",4 Seasons,"South Korea, Mexico","Documentaries, Action & Adventure, Sports Movies",A short description.,2012-09-26,4,Seasons,2012.0
s02258,TV Show,Title 2258,TV-MA,2014,"December 30, 2016",1 Season,Canada,"TV Dramas, Romantic Movies, TV Comedies",A short description.,2016-12-30,1,Seasons,2016.0
s02259,Movie,Title 2259,TV-14,1978,"June 04, 2020",102 min,Germany,Kids' TV,A short description.,2020-06-04,102,Minutes,2020.0
s02260,Movie,Title 2260,TV-MA,1970,"June 22, 2013",102 min,United Kingdom,"International Movies, Romantic Movies",A short description.,2013-06-22,102,Minutes,2013.0
s02261,TV Show,Title 2261,TV-PG,1974,"March 15, 2018",2 Seasons,United Kingdom,"Dramas, Independent Movies",A short description.,2018-03-15,2,Seasons,2018.0
s02262,TV Show,Title 2262,TV-MA,2011,"April 05, 2010",8 Seasons,United States,"Comedies, Action & Adventure",A short description.,2010-04-05,8,Seasons,2010.0
s02263,Movie,Title 2263,TV-MA,1957,"June 24, 2014",61 min,"Australia, Canada","Comedies, Action & Adventure",A short description.,2014-06-24,61,Minutes,2014.0
s02264,Movie,Title 2264,R,2017,"October 12, 2019",152 min,United Kingdom,"Action & Adventure , Documentaries",A short description.,2019-10-12,152,Minutes,2019.0
s02265,Movie,Title 2265,TV-14,1966,"October 27, 2010",67 min,India,Romantic Movies,A short description.,2010-10-27,67,Minutes,2010.0
s02266,Movie,Title 2266,TV-14,2010,"March 22, 2020",93 min,South Korea,"Sports Movies, TV Dramas",A short description.,2020-03-22,93,Minutes,2020.0
s02267,TV Show,Title 2267,PG,1988,"January 12, 2011",2 Seasons,Germany,"Sports Movies, Horror Movies",A short description.,2011-01-12,2,Seasons,2011.0
s02268,Movie,Title 2268,,1990,"April 21, 2015",103,"India, Brazil",TV Dramas,A short description.,2015-04-21,103,Minutes,2015.0
s02269,TV Show,Title 2269,TV-PG,1964,"December 29, 2011",2 Seasons,South Korea,"International Movies, Dramas",A short description.,2011-12-29,2,Seasons,2011.0
s02270,TV Show,Title 2270,TV-MA,2001,"November 04, 2013",5 Seasons,Germany,"TV Dramas, International Movies",A short description.,2013-11-04,5,Seasons,2013.0
s02271,Movie,Title 2271,TV-MA,1996,"May 22, 2016",78 min,Germany,Romantic Movies,A short description.,2016-05-22,78,Minutes,2016.0
s02272,Movie,Title 2272,NC-17,1984,"December 12, 2017",143 min,Mexico,"Horror Movies, TV Dramas",A short description.,2017-12-12,143,Minutes,2017.0
s02273,TV Show,Title 2273,R,1982,"June 23, 2013",5 Seasons,"France, Germany",Romantic Movies,A short description.,2013-06-23,5,Seasons,2013.0
s02274,TV Show,Title 2274,PG-13,1992,"June 02, 2015",7 Seasons,"Mexico, India","International Movies, TV Dramas",A short description.,2015-06-02,7,Seasons,2015.0
s02275,TV Show,Title 2275,R,1983,"January 04, 2012",6 Seasons,"United Kingdom, Australia",Kids' TV,A short description.,2012-01-04,6,Seasons,2012.0
s02276,Movie,Title 2276,TV-MA,2019,"January 10, 2018",140 min,"Canada, Turkey",TV Dramas,A short description.,2018-01-10,140,Minutes,2018.0
s02277,Movie,Title 2277,TV-14,1952,"November 10, 2011",152 min,Germany,"Documentaries, Kids' TV, Dramas",A short description.,2011-11-10,152,Minutes,2011.0
s02278,Movie,Title 2278,PG,1967,"June 22, 2019",84 min,Brazil,Independent Movies,A short description.,2019-06-22,84,Minutes,2019.0
s02279,TV Show,Title 2279,NR,2010,"December 22, 2011",3 Seasons,"Canada, Mexico","Romantic Movies, TV Comedies",A short description.,2011-12-22,3,Seasons,2011.0
s02280,Movie,Title 2280,TV-MA,2006,"April 22, 2017",94 min,Japan,"Sports Movies, TV Dramas",A short description.,2017-04-22,94,Minutes,2017.0
s02281,Movie,Title 2281,TV-PG,1974,"August 22, 2013",173 min,Australia,Horror Movies,A short description.,2013-08-22,173,Minutes,2013.0
s02282,Movie,Title 2282,TV-MA,1985,"December 17, 2020",72 min,Japan,"Kids' TV, Documentaries",A short description.,2020-12-17,72,Minutes,2020.0
s02283,Movie,Title 2283,TV-G,1951,"June 08, 2020",134 min,Canada,"Thrillers, Action & Adventure",A short description.,2020-06-08,134,Minutes,2020.0
s02284,TV Show,Title 2284,TV-MA,1962,"March 15, 2019",4 Seasons,United States,"TV Comedies, Kids' TV",A short description.,2019-03-15,4,Seasons,2019.0
